Frase;Dialecto;Lugar;Verbo
putre hutsak die eta amonaren etxea eskuratzeko liskarrean ari die;Erdialdekoa;Ikaztegieta;True
arrano hutsak dira eta amonaren etxea eskuratzeko liskarrean ari dira;Nafar-Lapurtarra;Irisarri;True
arrano hutsak dira eta amonaren etxea eskuratzeko liskarrean ari dira;Nafar-Lapurtarra;Itsasu;True
arrano hutsak dira eta amonaren etxea eskuratzeko liskarrean ari dira;Nafar-Lapurtarra;Jutsi;True
sai hutsak die eta amonaren etxea eskuratzeko liskarrean ari die;Mendebaldekoa;Kortezubi;True
arrano hutsak dira eta amonaren etxea eskuratzeko liskarrean ari dira;Nafar-Lapurtarra;Landibarre;True
sai hutsak dire eta amonaren etxea eskuratzeko liskarrean ari dire;Mendebaldekoa;Larrabetzu;True
bultre hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Zuberotarra;Larraine;True
builtre hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Zuberotarra;Larraine;True
arrano hutsak dira eta amonaren etxea eskuratzeko liskarrean ari dira;Nafar-Lapurtarra;Larzabale;True
erroi hutsak dire eta amonaren etxea eskuratzeko liskarrean ari dire;Mendebaldekoa;Laukiz;True
buetra hutsak die eta amonaren etxea eskuratzeko liskarrean ari die;Erdialdekoa;Legazpi;True
sai hutsak die eta amonaren etxea eskuratzeko liskarrean ari die;Mendebaldekoa;Leintz Gatzaga;True
buitre hutsak dire eta amonaren etxea eskuratzeko liskarrean ari dire;Mendebaldekoa;Leioa;True
putre hutsak die eta amonaren etxea eskuratzeko liskarrean ari die;Nafarra;Leitza;True
arrano hutsak dire eta amonaren etxea eskuratzeko liskarrean ari dire;Nafarra;Lekaroz;True
sai hutsak dies eta amonaren etxea eskuratzeko liskarrean ari dies;Mendebaldekoa;Lemoa;True
erroi hutsak dire eta amonaren etxea eskuratzeko liskarrean ari dire;Mendebaldekoa;Lemoiz;True
arrano hutsak dira eta amonaren etxea eskuratzeko liskarrean ari dira;Nafarra;Luzaide / Valcarlos;True
arrano hutsak dira eta amonaren etxea eskuratzeko liskarrean ari dira;Nafar-Lapurtarra;Makea;True
sei hutsak die eta amonaren etxea eskuratzeko liskarrean ari die;Mendebaldekoa;Mañaria;True
burrubitxa hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Mendebaldekoa;Mendaro;True
putre hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Mendebaldekoa;Mendaro;True
arrano hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Zuberotarra;Montori;True
arrano hutsak di eta amonaren etxea eskuratzeko liskarrean ari di;Nafar-Lapurtarra;Mugerre;True
buitre hutsak dire eta amonaren etxea eskuratzeko liskarrean ari dire;Mendebaldekoa;Mungia;True
atxanarru hutsak dire eta amonaren etxea eskuratzeko liskarrean ari dire;Mendebaldekoa;Mungia;True
putre hutsak te eta amonaren etxea eskuratzeko liskarrean ari te;Nafarra;Oderitz;True
putre hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Erdialdekoa;Oiartzun;True
buetra hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Mendebaldekoa;Oñati;True
buzoka hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Mendebaldekoa;Oñati;True
arrano hutsak dis eta amonaren etxea eskuratzeko liskarrean ari dis;Mendebaldekoa;Ondarroa;True
putre hutsak dira eta amonaren etxea eskuratzeko liskarrean ari dira;Erdialdekoa;Orexa;True
putre hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Erdialdekoa;Orio;True
sai hutsak dira eta amonaren etxea eskuratzeko liskarrean ari dira;Mendebaldekoa;Orozko;True
sai hutsak tire eta amonaren etxea eskuratzeko liskarrean ari tire;Mendebaldekoa;Otxandio;True
arrano hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Zuberotarra;Pagola;True
putre hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Erdialdekoa;Pasaia;True
builtre hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Zuberotarra;Santa Grazi;True
arrano hutsak die eta amonaren etxea eskuratzeko liskarrean ari die;Nafar-Lapurtarra;Sara;True
arrano hutsak die eta amonaren etxea eskuratzeko liskarrean ari die;Nafar-Lapurtarra;Senpere;True
arrano hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Zuberotarra;Sohüta;True
büiltre hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Zuberotarra;Sohüta;True
arrano hutsak dire eta amonaren etxea eskuratzeko liskarrean ari dire;Nafarra;Suarbe;True
arrano hutsak tere eta amonaren etxea eskuratzeko liskarrean ari tere;Nafarra;Sunbilla;True
putre hutsak tia eta amonaren etxea eskuratzeko liskarrean ari tia;Erdialdekoa;Tolosa;True
arrano hutsak dira eta amonaren etxea eskuratzeko liskarrean ari dira;Nafar-Lapurtarra;Uharte Garazi;True
sai hutsak dira eta amonaren etxea eskuratzeko liskarrean ari dira;Nafar-Lapurtarra;Uharte Garazi;True
arrano hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Nafarra;Urdiain;True
arrano hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Zuberotarra;Urdiñarbe;True
builtre hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Zuberotarra;Urdiñarbe;True
buetra hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Erdialdekoa;Urretxu;True
buitre hutsak dia eta amonaren etxea eskuratzeko liskarrean ari dia;Zuberotarra;Ürrüstoi;True
sei hutsak dire eta amonaren etxea eskuratzeko liskarrean ari dire;Mendebaldekoa;Zaratamo;True
sai hutsak dire eta amonaren etxea eskuratzeko liskarrean ari dire;Mendebaldekoa;Zeanuri;True
sai hutsak dire eta amonaren etxea eskuratzeko liskarrean ari dire;Mendebaldekoa;Zeberio;True
buetra hutsak tie eta amonaren etxea eskuratzeko liskarrean ari tie;Erdialdekoa;Zegama;True
arrano hutsak dire eta amonaren etxea eskuratzeko liskarrean ari dire;Nafarra;Zilbeti;True
arrano hutsak dire eta amonaren etxea eskuratzeko liskarrean ari dire;Nafarra;Zilbeti;True
sai hutsak die eta amonaren etxea eskuratzeko liskarrean ari die;Mendebaldekoa;Zornotza;True
arrano hutsak die eta amonaren etxea eskuratzeko liskarrean ari die;Nafarra;Zugarramurdi;True
atzerrira informazioa pasatzen zuen sator zuten alderdian;Nafar-Lapurtarra;Ahetze;True
atzerrira informazioa pasatzen zun sator zuen alderdian;Erdialdekoa;Aia;True
atzerrira informazioa pasatzen zun lurpeko zuen alderdian;Erdialdekoa;Aia;True
atzerrira informazioa pasatzen zin sator zuten alderdian;Nafar-Lapurtarra;Aldude;True
atzerrira informazioa pasatzen zin lupeko zuten alderdian;Nafar-Lapurtarra;Aldude;True
atzerrira informazioa pasatzen zuen sator zuten alderdian;Nafarra;Alkotz;True
atzerrira informazioa pasatzen zin sathor zien alderdian;Zuberotarra;Altzai;True
atzerrira informazioa pasatzen zin sathor zien alderdian;Zuberotarra;Altzürükü;True
atzerrira informazioa pasatzen zun sator zuen alderdian;Erdialdekoa;Amezketa;True
atzerrira informazioa pasatzen zun sator zuen alderdian;Erdialdekoa;Andoain;True
atzerrira informazioa pasatzen zuen sator zuten alderdian;Nafarra;Aniz;True
atzerrira informazioa pasatzen euen sator euen alderdian;Mendebaldekoa;Aramaio;True
atzerrira informazioa pasatzen en sator euen alderdian;Mendebaldekoa;Araotz (Oñati);True
atzerrira informazioa pasatzen zuben sator ziyuen alderdian;Nafarra;Arbizu;True
atzerrira informazioa pasatzen ziin sathor zuten alderdian;Nafar-Lapurtarra;Armendaritze;True
atzerrira informazioa pasatzen ziin zathor zuten alderdian;Nafar-Lapurtarra;Armendaritze;True
atzerrira informazioa pasatzen zin sator zuten alderdian;Nafar-Lapurtarra;Arnegi;True
atzerrira informazioa pasatzen zin xator zuten alderdian;Nafar-Lapurtarra;Arrangoitze;True
atzerrira informazioa pasatzen eun sator euen alderdian;Mendebaldekoa;Arrasate;True
atzerrira informazioa pasatzen eban sator eben alderdian;Mendebaldekoa;Arrazola (Atxondo);True
atzerrira informazioa pasatzen euen sator eudien alderdian;Mendebaldekoa;Arrieta;True
atzerrira informazioa pasatzen zian sator züten alderdian;Nafar-Lapurtarra;Arrueta;True
atzerrira informazioa pasatzen zun sator zuen alderdian;Erdialdekoa;Asteasu;True
atzerrira informazioa pasatzen zon sator zuten alderdian;Erdialdekoa;Ataun;True
atzerrira informazioa pasatzen zuen sator zuten alderdian;Nafar-Lapurtarra;Azkaine;True
atzerrira informazioa pasatzen zun sator zeben alderdian;Erdialdekoa;Azkoitia;True
atzerrira informazioa pasatzen zun sator zeben alderdian;Erdialdekoa;Azpeitia;True
atzerrira informazioa pasatzen ziin sator zuten alderdian;Nafar-Lapurtarra;Baigorri;True
atzerrira informazioa pasatzen seuen sator eurien alderdian;Mendebaldekoa;Bakio;True
atzerrira informazioa pasatzen zin sathor zuten alderdian;Nafar-Lapurtarra;Bardoze;True
atzerrira informazioa pasatzen zin zathor zuten alderdian;Nafar-Lapurtarra;Bardoze;True
atzerrira informazioa pasatzen zin sathor zien alderdian;Zuberotarra;Barkoxe;True
atzerrira informazioa pasatzen zin sator zuten alderdian;Nafar-Lapurtarra;Bastida;True
atzerrira informazioa pasatzen zon sator zuen alderdian;Erdialdekoa;Beasain;True
atzerrira informazioa pasatzen zien sator zuten alderdian;Nafar-Lapurtarra;Behorlegi;True
atzerrira informazioa pasatzen zun sator zuen alderdian;Erdialdekoa;Beizama;True
atzerrira informazioa pasatzen zeban sator zeben alderdian;Mendebaldekoa;Bergara;True
atzerrira informazioa pasatzen sauen sator saubien alderdian;Mendebaldekoa;Bermeo;True
atzerrira informazioa pasatzen eban sator eben alderdian;Mendebaldekoa;Berriz;True
atzerrira informazioa pasatzen zun sator zuten alderdian;Nafarra;Beruete;True
atzerrira informazioa pasatzen zun lupeko zuten alderdian;Nafarra;Beruete;True
atzerrira informazioa pasatzen ziin sator zuten alderdian;Nafar-Lapurtarra;Beskoitze;True
atzerrira informazioa pasatzen ziin sator zuten alderdian;Nafar-Lapurtarra;Bidarrai;True
atzerrira informazioa pasatzen eban sator eubien alderdian;Mendebaldekoa;Busturia;True
atzerrira informazioa pasatzen suan sator seben alderdian;Mendebaldekoa;Deba;True
atzerrira informazioa pasatzen euen sator euren alderdian;Mendebaldekoa;Dima;True
atzerrira informazioa pasatzen zien sathor zuten alderdian;Zuberotarra;Domintxaine;True
atzerrira informazioa pasatzen zun sator zuten alderdian;Nafarra;Donamaria;True
atzerrira informazioa pasatzen zuen sator zuten alderdian;Nafar-Lapurtarra;Donibane Lohizune;True
atzerrira informazioa pasatzen zuen sator zuen alderdian;Nafarra;Dorrao / Torrano;True
atzerrira informazioa pasatzen eban sator eben alderdian;Mendebaldekoa;Elantxobe;True
atzerrira informazioa pasatzen zun sator zuen alderdian;Erdialdekoa;Elduain;True
atzerrira informazioa pasatzen saban zator seben alderdian;Mendebaldekoa;Elgoibar;True
atzerrira informazioa pasatzen eban sator eben alderdian;Mendebaldekoa;Elorrio;True
atzerrira informazioa pasatzen zuan sator zen alderdian;Erdialdekoa;Errezil;True
atzerrira informazioa pasatzen oan sator euen alderdian;Mendebaldekoa;Errigoiti;True
atzerrira informazioa pasatzen oan lurpeko sague euen alderdian;Mendebaldekoa;Errigoiti;True
atzerrira informazioa pasatzen zin sathor zien alderdian;Zuberotarra;Eskiula;True
atzerrira informazioa pasatzen zun sator zten alderdian;Nafarra;Etxalar;True
atzerrira informazioa pasatzen zun sator zuten alderdian;Nafarra;Etxaleku;True
atzerrira informazioa pasatzen zun sator zuin alderdian;Nafarra;Etxarri (Larraun);True
atzerrira informazioa pasatzen zuen sator zuten alderdian;Nafarra;Eugi;True
atzerrira informazioa pasatzen zon sator zuen alderdian;Erdialdekoa;Ezkio-Itsaso;True
atzerrira informazioa pasatzen zun sator zun alderdian;Nafarra;Ezkurra;True
atzerrira informazioa pasatzen zien sator zuten alderdian;Nafar-Lapurtarra;Ezterenzubi;True
atzerrira informazioa pasatzen zun sator zuen alderdian;Nafarra;Gaintza;True
atzerrira informazioa pasatzen zun lurpeko sator zuen alderdian;Nafarra;Gaintza;True
atzerrira informazioa pasatzen zien sathor zuten alderdian;Nafar-Lapurtarra;Gamarte;True
atzerrira informazioa pasatzen euen sator deren alderdian;Mendebaldekoa;Gamiz-Fika;True
atzerrira informazioa pasatzen zuen sator zuten alderdian;Nafar-Lapurtarra;Garrüze;True
atzerrira informazioa pasatzen zuan sator zuen alderdian;Erdialdekoa;Getaria;True
atzerrira informazioa pasatzen euen sator euden alderdian;Mendebaldekoa;Getxo;True
atzerrira informazioa pasatzen euen lupeko euden alderdian;Mendebaldekoa;Getxo;True
atzerrira informazioa pasatzen uan sator eben alderdian;Mendebaldekoa;Gizaburuaga;True
atzerrira informazioa pasatzen zun sator zuten alderdian;Nafarra;Goizueta;True
atzerrira informazioa pasatzen zun sator zuten alderdian;Nafarra;Goizueta;True
atzerrira informazioa pasatzen zien sator zuten alderdian;Nafar-Lapurtarra;Hazparne;True
atzerrira informazioa pasatzen zuen sator zuten alderdian;Nafar-Lapurtarra;Hendaia;True
atzerrira informazioa pasatzen suen sator suten alderdian;Erdialdekoa;Hondarribia;True
atzerrira informazioa pasatzen eban sator eben alderdian;Mendebaldekoa;Ibarruri (Muxika);True
atzerrira informazioa pasatzen zun sator zuten alderdian;Nafarra;Igoa;True
atzerrira informazioa pasatzen zun lurpeko zuten alderdian;Nafarra;Igoa;True
atzerrira informazioa pasatzen zun sator zuen alderdian;Erdialdekoa;Ikaztegieta;True
atzerrira informazioa pasatzen ziin sator zuten alderdian;Nafar-Lapurtarra;Irisarri;True
atzerrira informazioa pasatzen zien sator zuten alderdian;Nafar-Lapurtarra;Itsasu;True
atzerrira informazioa pasatzen zin sathor zuten alderdian;Nafar-Lapurtarra;Izturitze;True
atzerrira informazioa pasatzen zuen sator zien alderdian;Nafarra;Jaurrieta;True
atzerrira informazioa pasatzen zien sathor zuten alderdian;Nafar-Lapurtarra;Jutsi;True
atzerrira informazioa pasatzen eban sator eben alderdian;Mendebaldekoa;Kortezubi;True
atzerrira informazioa pasatzen zin sator zuten alderdian;Nafar-Lapurtarra;Landibarre;True
atzerrira informazioa pasatzen euen sator euden alderdian;Mendebaldekoa;Larrabetzu;True
atzerrira informazioa pasatzen euen lurpeko euden alderdian;Mendebaldekoa;Larrabetzu;True
atzerrira informazioa pasatzen zien sathor zien alderdian;Zuberotarra;Larraine;True
atzerrira informazioa pasatzen zien sathorbeltz zien alderdian;Zuberotarra;Larraine;True
atzerrira informazioa pasatzen zien sathor zuten alderdian;Nafar-Lapurtarra;Larzabale;True
atzerrira informazioa pasatzen eun sator euden alderdian;Mendebaldekoa;Laukiz;True
atzerrira informazioa pasatzen zon xator zuen alderdian;Erdialdekoa;Legazpi;True
atzerrira informazioa pasatzen eben sator euen alderdian;Mendebaldekoa;Leintz Gatzaga;True
atzerrira informazioa pasatzen un sator euden alderdian;Mendebaldekoa;Leioa;True
atzerrira informazioa pasatzen zun sator zuen alderdian;Nafarra;Leitza;True
atzerrira informazioa pasatzen zuen sator zuten alderdian;Nafarra;Lekaroz;True
atzerrira informazioa pasatzen eban sator eben alderdian;Mendebaldekoa;Lekeitio;True
atzerrira informazioa pasatzen auen sator aurien alderdian;Mendebaldekoa;Lemoa;True
atzerrira informazioa pasatzen eun sator euden alderdian;Mendebaldekoa;Lemoiz;True
atzerrira informazioa pasatzen zuen sator zuten alderdian;Nafarra;Luzaide / Valcarlos;True
atzerrira informazioa pasatzen zuen sator zuten alderdian;Nafar-Lapurtarra;Makea;True
atzerrira informazioa pasatzen eban sator ebien alderdian;Mendebaldekoa;Mañaria;True
atzerrira informazioa pasatzen soan sator seben alderdian;Mendebaldekoa;Mendaro;True
atzerrira informazioa pasatzen eban sator eben alderdian;Mendebaldekoa;Mendata;True
atzerrira informazioa pasatzen zin sathor zien alderdian;Zuberotarra;Montori;True
atzerrira informazioa pasatzen zin sator zuten alderdian;Nafar-Lapurtarra;Mugerre;True
atzerrira informazioa pasatzen euen xator eurien alderdian;Mendebaldekoa;Mungia;True
atzerrira informazioa pasatzen zun sator zuten alderdian;Nafarra;Oderitz;True
atzerrira informazioa pasatzen zuan zator zuten alderdian;Erdialdekoa;Oiartzun;True
atzerrira informazioa pasatzen eben sator euen alderdian;Mendebaldekoa;Oñati;True
atzerrira informazioa pasatzen eban sator ben alderdian;Mendebaldekoa;Ondarroa;True
atzerrira informazioa pasatzen zun sator zuten alderdian;Erdialdekoa;Orexa;True
atzerrira informazioa pasatzen zun sator zuen alderdian;Erdialdekoa;Orio;True
atzerrira informazioa pasatzen euen sator eurin alderdian;Mendebaldekoa;Orozko;True
atzerrira informazioa pasatzen eban sator eben alderdian;Mendebaldekoa;Otxandio;True
atzerrira informazioa pasatzen zin sathor zien alderdian;Zuberotarra;Pagola;True
atzerrira informazioa pasatzen zuen sator zuten alderdian;Erdialdekoa;Pasaia;True
atzerrira informazioa pasatzen zian sathor zien alderdian;Zuberotarra;Santa Grazi;True
atzerrira informazioa pasatzen zuen sator zuten alderdian;Nafar-Lapurtarra;Sara;True
atzerrira informazioa pasatzen zuen saator zuten alderdian;Nafar-Lapurtarra;Senpere;True
atzerrira informazioa pasatzen zin sathor zien alderdian;Zuberotarra;Sohüta;True
atzerrira informazioa pasatzen eun sator euden alderdian;Mendebaldekoa;Sondika;True
atzerrira informazioa pasatzen zuen sator zuten alderdian;Nafarra;Suarbe;True
atzerrira informazioa pasatzen zun sator zuten alderdian;Nafarra;Sunbilla;True
atzerrira informazioa pasatzen zun sator zuen alderdian;Erdialdekoa;Tolosa;True
atzerrira informazioa pasatzen zien sator zuten alderdian;Nafar-Lapurtarra;Uharte Garazi;True
atzerrira informazioa pasatzen zen lurpeko zain alderdian;Nafarra;Urdiain;True
atzerrira informazioa pasatzen zen sator zain alderdian;Nafarra;Urdiain;True
atzerrira informazioa pasatzen zin sathor zien alderdian;Zuberotarra;Urdiñarbe;True
atzerrira informazioa pasatzen zin sator zuten alderdian;Nafar-Lapurtarra;Urketa;True
atzerrira informazioa pasatzen zin sathor zuten alderdian;Nafar-Lapurtarra;Urketa;True
atzerrira informazioa pasatzen zon sator zuen alderdian;Erdialdekoa;Urretxu;True
atzerrira informazioa pasatzen zien sathor zien alderdian;Zuberotarra;Ürrüstoi;True
atzerrira informazioa pasatzen zuin sator zuten alderdian;Nafar-Lapurtarra;Uztaritze;True
atzerrira informazioa pasatzen un sator euren alderdian;Mendebaldekoa;Zaratamo;True
atzerrira informazioa pasatzen un lurpeko euren alderdian;Mendebaldekoa;Zaratamo;True
atzerrira informazioa pasatzen oan sator ouren alderdian;Mendebaldekoa;Zeanuri;True
atzerrira informazioa pasatzen ouen sator euren alderdian;Mendebaldekoa;Zeberio;True
atzerrira informazioa pasatzen zon sator zuen alderdian;Erdialdekoa;Zegama;True
atzerrira informazioa pasatzen zuen sator zuten alderdian;Nafarra;Zilbeti;True
atzerrira informazioa pasatzen euen sator eurien alderdian;Mendebaldekoa;Zornotza;True
atzerrira informazioa pasatzen zuen sator zuten alderdian;Nafarra;Zugarramurdi;True
alkate berriak herriko karroñ guztiak kanporatu nahi izan zituen;Nafar-Lapurtarra;Ahetze;True
alkate berriak herriko aragiustel guztiak kanporatu nahi izan zittun;Erdialdekoa;Aia;True
alkate berriak herriko aragi zar guztiak kanporatu nahi izan zittun;Nafarra;Alkotz;True
alkate berriak herriko akhei guztiak kanporatu nahi izan zutin;Zuberotarra;Altzai;True
alkate berriak herriko berhil guztiak kanporatu nahi izan zutin;Zuberotarra;Altzai;True
alkate berriak herriko kabale hil guztiak kanporatu nahi izan zutin;Zuberotarra;Altzai;True
alkate berriak herriko berhil guztiak kanporatu nahi izan zütin;Zuberotarra;Altzürükü;True
alkate berriak herriko akhei guztiak kanporatu nahi izan zütin;Zuberotarra;Altzürükü;True
alkate berriak herriko aragiustel guztiak kanporatu nahi izan zittun;Erdialdekoa;Amezketa;True
alkate berriak herriko okela ustel guztiak kanporatu nahi izan sittuen;Mendebaldekoa;Aramaio;True
alkate berriak herriko aragi zar guztiak kanporatu nahi izan zittuben;Nafarra;Arbizu;True
alkate berriak herriko aragiustel guztiak kanporatu nahi izan zittuben;Nafarra;Arbizu;True
alkate berriak herriko hiliki guztiak kanporatu nahi izan zitin;Nafar-Lapurtarra;Armendaritze;True
alkate berriak herriko usin tzar guztiak kanporatu nahi izan zitin;Nafar-Lapurtarra;Arnegi;True
alkate berriak herriko hiliki guztiak kanporatu nahi izan zituen;Nafar-Lapurtarra;Arrangoitze;True
alkate berriak herriko okela ustel guztiak kanporatu nahi izan sittuen;Mendebaldekoa;Arrasate;True
alkate berriak herriko okela ustel guztiak kanporatu nahi izan ebasen;Mendebaldekoa;Arrazola (Atxondo);True
alkate berriak herriko ganau akatu guztiak kanporatu nahi izan zittun;Erdialdekoa;Asteasu;True
alkate berriak herriko ardi usteldu guztiak kanporatu nahi izan zittun;Erdialdekoa;Asteasu;True
